registration_month,import_status_group,registration_count
2011-06,nz_new,4263
2011-06,used_import,2484
2011-06,other_or_unknown,147
2011-07,nz_new,3905
2011-07,used_import,2443
2011-07,other_or_unknown,129
2011-08,nz_new,4734
2011-08,used_import,2500
2011-08,other_or_unknown,160
2011-09,nz_new,4604
2011-09,used_import,2421
2011-09,other_or_unknown,153
2011-10,nz_new,4481
2011-10,used_import,2417
2011-10,other_or_unknown,133
2011-11,nz_new,4554
2011-11,used_import,2763
2011-11,other_or_unknown,162
2011-12,nz_new,4346
2011-12,used_import,3131
2011-12,other_or_unknown,164
2012-01,nz_new,6241
2012-01,used_import,2719
2012-01,other_or_unknown,197
2012-02,nz_new,4680
2012-02,used_import,2579
2012-02,other_or_unknown,154
2012-03,nz_new,5417
2012-03,used_import,2867
2012-03,other_or_unknown,167
2012-04,nz_new,4534
2012-04,used_import,2812
2012-04,other_or_unknown,154
2012-05,nz_new,4879
2012-05,used_import,3317
2012-05,other_or_unknown,197
2012-06,nz_new,6047
2012-06,used_import,3091
2012-06,other_or_unknown,198
2012-07,nz_new,5227
2012-07,used_import,3358
2012-07,other_or_unknown,194
2012-08,nz_new,4992
2012-08,used_import,3399
2012-08,other_or_unknown,170
2012-09,nz_new,5641
2012-09,used_import,3208
2012-09,other_or_unknown,172
2012-10,nz_new,6208
2012-10,used_import,3554
2012-10,other_or_unknown,199
2012-11,nz_new,5484
2012-11,used_import,3606
2012-11,other_or_unknown,198
2012-12,nz_new,5159
2012-12,used_import,3619
2012-12,other_or_unknown,185
2013-01,nz_new,6372
2013-01,used_import,4059
2013-01,other_or_unknown,200
2013-02,nz_new,4985
2013-02,used_import,3753
2013-02,other_or_unknown,166
2013-03,nz_new,5887
2013-03,used_import,4091
2013-03,other_or_unknown,189
2013-04,nz_new,5079
2013-04,used_import,4035
2013-04,other_or_unknown,184
2013-05,nz_new,5498
2013-05,used_import,4680
2013-05,other_or_unknown,209
2013-06,nz_new,6561
2013-06,used_import,4411
2013-06,other_or_unknown,218
2013-07,nz_new,5872
2013-07,used_import,5425
2013-07,other_or_unknown,221
2013-08,nz_new,5909
2013-08,used_import,4836
2013-08,other_or_unknown,195
2013-09,nz_new,6358
2013-09,used_import,4261
2013-09,other_or_unknown,190
2013-10,nz_new,6885
2013-10,used_import,4747
2013-10,other_or_unknown,223
2013-11,nz_new,6471
2013-11,used_import,5165
2013-11,other_or_unknown,233
2013-12,nz_new,5565
2013-12,used_import,5277
2013-12,other_or_unknown,212
2014-01,nz_new,7357
2014-01,used_import,5544
2014-01,other_or_unknown,237
2014-02,nz_new,5865
2014-02,used_import,5317
2014-02,other_or_unknown,195
2014-03,nz_new,7124
2014-03,used_import,6124
2014-03,other_or_unknown,246
2014-04,used_import,5575
2014-04,nz_new,5450
2014-04,other_or_unknown,239
2014-05,used_import,6642
2014-05,nz_new,6054
2014-05,other_or_unknown,262
2014-06,nz_new,7567
2014-06,used_import,6426
2014-06,other_or_unknown,286
2014-07,used_import,7190
2014-07,nz_new,6342
2014-07,other_or_unknown,245
2014-08,used_import,6765
2014-08,nz_new,6308
2014-08,other_or_unknown,242
2014-09,nz_new,7464
2014-09,used_import,6811
2014-09,other_or_unknown,301
2014-10,nz_new,7955
2014-10,used_import,6832
2014-10,other_or_unknown,258
2014-11,nz_new,7196
2014-11,used_import,6906
2014-11,other_or_unknown,273
2014-12,used_import,7590
2014-12,nz_new,6047
2014-12,other_or_unknown,283
2015-01,nz_new,8162
2015-01,used_import,7587
2015-01,other_or_unknown,338
2015-02,used_import,6796
2015-02,nz_new,6445
2015-02,other_or_unknown,245
2015-03,used_import,7811
2015-03,nz_new,7333
2015-03,other_or_unknown,300
2015-04,used_import,7124
2015-04,nz_new,5755
2015-04,other_or_unknown,249
2015-05,used_import,7985
2015-05,nz_new,6219
2015-05,other_or_unknown,261
2015-06,nz_new,8223
2015-06,used_import,8003
2015-06,other_or_unknown,320
2015-07,used_import,8880
2015-07,nz_new,6614
2015-07,other_or_unknown,309
2015-08,used_import,7752
2015-08,nz_new,7040
2015-08,other_or_unknown,308
2015-09,nz_new,8097
2015-09,used_import,7489
2015-09,other_or_unknown,298
2015-10,nz_new,8775
2015-10,used_import,7030
2015-10,other_or_unknown,319
2015-11,nz_new,7429
2015-11,used_import,7418
2015-11,other_or_unknown,273
2015-12,used_import,7896
2015-12,nz_new,6529
2015-12,other_or_unknown,307
2016-01,nz_new,8210
2016-01,used_import,7501
2016-01,other_or_unknown,278
2016-02,used_import,7560
2016-02,nz_new,6657
2016-02,other_or_unknown,250
2016-03,used_import,7849
2016-03,nz_new,7539
2016-03,other_or_unknown,306
2016-04,used_import,7883
2016-04,nz_new,6279
2016-04,other_or_unknown,261
2016-05,used_import,8218
2016-05,nz_new,6911
2016-05,other_or_unknown,301
2016-06,nz_new,8469
2016-06,used_import,7833
2016-06,other_or_unknown,327
2016-07,used_import,8595
2016-07,nz_new,7144
2016-07,other_or_unknown,273
2016-08,used_import,8589
2016-08,nz_new,8241
2016-08,other_or_unknown,320
2016-09,nz_new,9022
2016-09,used_import,8411
2016-09,other_or_unknown,286
2016-10,nz_new,9987
2016-10,used_import,8402
2016-10,other_or_unknown,341
2016-11,nz_new,9034
2016-11,used_import,8523
2016-11,other_or_unknown,297
2016-12,used_import,8802
2016-12,nz_new,7518
2016-12,other_or_unknown,280
2017-01,nz_new,9461
2017-01,used_import,8963
2017-01,other_or_unknown,322
2017-02,used_import,8424
2017-02,nz_new,7515
2017-02,other_or_unknown,257
2017-03,used_import,10003
2017-03,nz_new,8660
2017-03,other_or_unknown,309
2017-04,used_import,8786
2017-04,nz_new,6572
2017-04,other_or_unknown,257
2017-05,used_import,10066
2017-05,nz_new,7908
2017-05,other_or_unknown,325
2017-06,nz_new,9602
2017-06,used_import,9366
2017-06,other_or_unknown,330
2017-07,used_import,10255
2017-07,nz_new,7178
2017-07,other_or_unknown,278
2017-08,used_import,10367
2017-08,nz_new,8133
2017-08,other_or_unknown,271
2017-09,used_import,9746
2017-09,nz_new,9269
2017-09,other_or_unknown,302
2017-10,nz_new,10485
2017-10,used_import,10224
2017-10,other_or_unknown,314
2017-11,used_import,10800
2017-11,nz_new,9724
2017-11,other_or_unknown,330
2017-12,used_import,10073
2017-12,nz_new,7655
2017-12,other_or_unknown,333
2018-01,nz_new,10273
2018-01,used_import,10084
2018-01,other_or_unknown,310
2018-02,used_import,8794
2018-02,nz_new,7056
2018-02,other_or_unknown,246
2018-03,used_import,8696
2018-03,nz_new,8544
2018-03,other_or_unknown,287
2018-04,used_import,8109
2018-04,nz_new,6488
2018-04,other_or_unknown,220
2018-05,used_import,9979
2018-05,nz_new,8803
2018-05,other_or_unknown,242
2018-06,used_import,9507
2018-06,nz_new,9236
2018-06,other_or_unknown,303
2018-07,used_import,10481
2018-07,nz_new,7664
2018-07,other_or_unknown,270
2018-08,used_import,10110
2018-08,nz_new,8178
2018-08,other_or_unknown,269
2018-09,nz_new,8985
2018-09,used_import,8625
2018-09,other_or_unknown,257
2018-10,nz_new,11192
2018-10,used_import,9211
2018-10,other_or_unknown,293
2018-11,nz_new,9089
2018-11,used_import,8515
2018-11,other_or_unknown,244
2018-12,used_import,8562
2018-12,nz_new,7282
2018-12,other_or_unknown,241
2019-01,nz_new,9461
2019-01,used_import,9089
2019-01,other_or_unknown,274
2019-02,used_import,8678
2019-02,nz_new,7248
2019-02,other_or_unknown,229
2019-03,used_import,9162
2019-03,nz_new,8030
2019-03,other_or_unknown,277
2019-04,used_import,8434
2019-04,nz_new,6471
2019-04,other_or_unknown,197
2019-05,used_import,9540
2019-05,nz_new,7350
2019-05,other_or_unknown,224
2019-06,used_import,8909
2019-06,nz_new,8398
2019-06,other_or_unknown,195
2019-07,used_import,10090
2019-07,nz_new,7564
2019-07,other_or_unknown,250
2019-08,used_import,9869
2019-08,nz_new,8164
2019-08,other_or_unknown,255
2019-09,nz_new,9907
2019-09,used_import,9312
2019-09,other_or_unknown,250
2019-10,nz_new,10194
2019-10,used_import,9408
2019-10,other_or_unknown,259
2019-11,used_import,9346
2019-11,nz_new,9237
2019-11,other_or_unknown,199
2019-12,used_import,9410
2019-12,nz_new,7781
2019-12,other_or_unknown,239
2020-01,used_import,9704
2020-01,nz_new,8808
2020-01,other_or_unknown,229
2020-02,used_import,8765
2020-02,nz_new,7593
2020-02,other_or_unknown,203
2020-03,used_import,7013
2020-03,nz_new,5212
2020-03,other_or_unknown,143
2020-04,nz_new,679
2020-04,used_import,491
2020-04,other_or_unknown,16
2020-05,used_import,7843
2020-05,nz_new,5202
2020-05,other_or_unknown,165
2020-06,used_import,9959
2020-06,nz_new,7131
2020-06,other_or_unknown,205
2020-07,used_import,10027
2020-07,nz_new,7957
2020-07,other_or_unknown,205
2020-08,used_import,7643
2020-08,nz_new,6869
2020-08,other_or_unknown,145
2020-09,used_import,8697
2020-09,nz_new,7461
2020-09,other_or_unknown,199
2020-10,used_import,8280
2020-10,nz_new,8015
2020-10,other_or_unknown,181
2020-11,used_import,8095
2020-11,nz_new,7764
2020-11,other_or_unknown,175
2020-12,used_import,7900
2020-12,nz_new,5362
2020-12,other_or_unknown,151
2021-01,nz_new,9416
2021-01,used_import,8029
2021-01,other_or_unknown,158
2021-02,nz_new,8444
2021-02,used_import,7856
2021-02,other_or_unknown,158
2021-03,nz_new,9762
2021-03,used_import,9485
2021-03,other_or_unknown,200
2021-04,used_import,8682
2021-04,nz_new,8554
2021-04,other_or_unknown,155
2021-05,used_import,9702
2021-05,nz_new,9697
2021-05,other_or_unknown,203
2021-06,nz_new,9960
2021-06,used_import,9757
2021-06,other_or_unknown,195
2021-07,used_import,11431
2021-07,nz_new,9684
2021-07,other_or_unknown,202
2021-08,used_import,6227
2021-08,nz_new,4501
2021-08,other_or_unknown,101
2021-09,nz_new,11556
2021-09,used_import,6632
2021-09,other_or_unknown,144
2021-10,used_import,9386
2021-10,nz_new,9016
2021-10,other_or_unknown,124
2021-11,nz_new,10912
2021-11,used_import,10032
2021-11,other_or_unknown,146
2021-12,used_import,8950
2021-12,nz_new,7340
2021-12,other_or_unknown,151
2022-01,used_import,9016
2022-01,nz_new,8727
2022-01,other_or_unknown,149
2022-02,used_import,9629
2022-02,nz_new,7462
2022-02,other_or_unknown,138
2022-03,used_import,21611
2022-03,nz_new,10906
2022-03,other_or_unknown,297
2022-04,nz_new,8304
2022-04,used_import,5952
2022-04,other_or_unknown,105
2022-05,nz_new,10281
2022-05,used_import,6291
2022-05,other_or_unknown,93
2022-06,nz_new,9343
2022-06,used_import,6753
2022-06,other_or_unknown,86
2022-07,nz_new,7846
2022-07,used_import,7552
2022-07,other_or_unknown,101
2022-08,nz_new,10674
2022-08,used_import,7290
2022-08,other_or_unknown,103
2022-09,nz_new,10354
2022-09,used_import,6696
2022-09,other_or_unknown,113
2022-10,nz_new,10513
2022-10,used_import,6641
2022-10,other_or_unknown,106
2022-11,nz_new,10893
2022-11,used_import,6587
2022-11,other_or_unknown,91
2022-12,nz_new,8294
2022-12,used_import,6464
2022-12,other_or_unknown,98
2023-01,nz_new,9083
2023-01,used_import,6613
2023-01,other_or_unknown,74
2023-02,used_import,7236
2023-02,nz_new,6141
2023-02,other_or_unknown,56
2023-03,nz_new,11424
2023-03,used_import,8862
2023-03,other_or_unknown,101
2023-04,used_import,7426
2023-04,nz_new,6913
2023-04,other_or_unknown,72
2023-05,nz_new,9401
2023-05,used_import,8992
2023-05,other_or_unknown,77
2023-06,nz_new,16954
2023-06,used_import,15795
2023-06,other_or_unknown,149
2023-07,used_import,6135
2023-07,nz_new,4250
2023-07,other_or_unknown,45
2023-08,used_import,8297
2023-08,nz_new,6880
2023-08,other_or_unknown,50
2023-09,used_import,8427
2023-09,nz_new,8014
2023-09,other_or_unknown,68
2023-10,nz_new,9852
2023-10,used_import,9158
2023-10,other_or_unknown,61
2023-11,nz_new,11339
2023-11,used_import,9181
2023-11,other_or_unknown,65
2023-12,used_import,12213
2023-12,nz_new,8445
2023-12,other_or_unknown,68
2024-01,used_import,8563
2024-01,nz_new,7990
2024-01,other_or_unknown,51
2024-02,used_import,8463
2024-02,nz_new,5850
2024-02,other_or_unknown,45
2024-03,used_import,8569
2024-03,nz_new,7475
2024-03,other_or_unknown,44
2024-04,used_import,8372
2024-04,nz_new,6049
2024-04,other_or_unknown,33
2024-05,used_import,8526
2024-05,nz_new,6291
2024-05,other_or_unknown,33
2024-06,used_import,7531
2024-06,nz_new,5997
2024-06,other_or_unknown,23
2024-07,used_import,8689
2024-07,nz_new,6280
2024-07,other_or_unknown,40
2024-08,used_import,7928
2024-08,nz_new,6681
2024-08,other_or_unknown,28
2024-09,nz_new,8465
2024-09,used_import,6981
2024-09,other_or_unknown,43
2024-10,nz_new,9399
2024-10,used_import,7103
2024-10,other_or_unknown,27
2024-11,nz_new,8883
2024-11,used_import,6720
2024-11,other_or_unknown,25
2024-12,nz_new,7144
2024-12,used_import,6956
2024-12,other_or_unknown,24
2025-01,nz_new,7988
2025-01,used_import,7217
2025-01,other_or_unknown,10
2025-02,nz_new,6953
2025-02,used_import,6656
2025-02,other_or_unknown,12
2025-03,nz_new,8360
2025-03,used_import,7113
2025-03,other_or_unknown,25
2025-04,used_import,6321
2025-04,nz_new,6042
2025-04,other_or_unknown,15
2025-05,used_import,7147
2025-05,nz_new,6767
2025-05,other_or_unknown,11
2025-06,nz_new,8184
2025-06,used_import,6705
2025-06,other_or_unknown,13
2025-07,used_import,7955
2025-07,nz_new,7576
2025-07,other_or_unknown,10
2025-08,nz_new,8051
2025-08,used_import,7382
2025-08,other_or_unknown,11
2025-09,nz_new,10317
2025-09,used_import,6988
2025-09,other_or_unknown,9
2025-10,nz_new,10681
2025-10,used_import,6953
2025-10,other_or_unknown,10
2025-11,nz_new,10204
2025-11,used_import,6723
2025-11,other_or_unknown,6
2025-12,used_import,6652
2025-12,nz_new,6358
2025-12,other_or_unknown,6
2026-01,nz_new,8985
2026-01,used_import,7542
2026-01,other_or_unknown,4
2026-02,nz_new,7127
2026-02,used_import,6927
2026-02,other_or_unknown,9
2026-03,nz_new,10019
2026-03,used_import,8197
2026-03,other_or_unknown,5
2026-04,nz_new,7101
2026-04,used_import,6765
2026-04,other_or_unknown,6
2026-05,nz_new,8157
2026-05,used_import,7159
2026-05,other_or_unknown,5
2026-06,nz_new,9957
2026-06,used_import,7563
2026-06,other_or_unknown,6
